키워드,순위,업체명,리뷰번호,리뷰내용,크롤링시간
천동치과,1,편한치과의원,1,"남편은 임플란트 시술진행형그구요 저는 치석제거및 검진
아들은 오늘치석제거받았는데요 시설넓고 오늘은 예약없이도 많이 기다리지않아서 좋았습니다",2026-03-31 11:36:24
천동치과,1,편한치과의원,2,"남편 추천으로 와봤는데 직원분들 항상 친절하시고
의사선생님들도 아퍼서 겁먹은 저에게 편안하게
또 최대한 안아프게 치료해주셔서 정말 좋았어요.

1층에 접수 수납처 진료실 있고 커피마실수있는공간도 있어서 기다리면서 따뜻한 차한잔 할수있고
2층 3층 진료실까지 넓고 체계적이예요..

스케일링. 잇몸치료. 충치치료까지 안아프게 잘받았어요.
충치치료도 보험되는 아말감과 보험적용안되는 레진
충분히 설명해주시고 선택할수있게 해주셔서
보험되는 걸로 했는데 생각보다 부담안되고 치아색과 같아서 더 만족했습니다..

평소 치아관리를 소홀히하기도했고 치과는 무섭다는 생각에 미루고있었는데 편한치과 너무 잘온것같아요..

치과치료 이동봉사도 하시는지 주차장에 큰차도 있더라구요...좋은일까지 하는 착한 효동 편한치과 강추입니다.",2026-03-31 11:36:24
천동치과,1,편한치과의원,3,예약시간보다 조금 늦게 도착했지만 30분이내에 진료를 받을수 꼼꼼하게 진료를 잘해주는거 같아요,2026-03-31 11:36:24
천동치과,1,편한치과의원,4,"과잉진료 없고 친절한 치과입니다!
이가 아파서 충치인줄 알고 갔는데 세심하게 진료봐주시고 필요한 치료만 할 수 있도록 안내해주십니다!
스케일링 안아프게 진행해주시고 설명도 너무 친절하게해주셔서 치과는 여기로 계속 다닐거 같아요",2026-03-31 11:36:24
천동치과,1,편한치과의원,5,처음 진료받고 처음 스케일링 받았는데 설명도 친절하고 아프지않게 잘 해주셨습니다. 스케일링 해주시는분이 힘드셨을거 같아요. 고생하셨습니다!,2026-03-31 11:36:24
천동치과,1,편한치과의원,6,"편한치과의원
3.16.월
안녕하세요, 편한치과의원입니다^^
저희 치과 진료에 만족하셨다니 정말 다행입니다. 앞으로도 좋은 진료 경험을 드리는 편한치과가 되도록 최선을 다하겠습니다.
소중한 리뷰 정말 감사합니다 :) 좋은 하루 보내세요!",2026-03-31 11:36:24
천동치과,1,편한치과의원,7,정기검진 오는데 항상 친절하고 과잉진료없어서 넘 좋아요,2026-03-31 11:36:24
천동치과,1,편한치과의원,8,"과잉진료 없어서 너무 좋아요
원장님 설명잘해주시고 친절하세요~",2026-03-31 11:36:24
천동치과,1,편한치과의원,9,"건강검진과 스켈링 하러 갔어요~~

점점 리모델링을 해서 넓어지고 있네요

친절하게 잘 해주셔서 잘하고 왔습니다~~",2026-03-31 11:36:24
천동치과,1,편한치과의원,10,잇몸 치료 받고 왔습니다. 치주염이 있어 1년에 두어번 하고있어요. 치주전문 여자원장님이 해주시는데 실력있으시네요. 제 손녀가 교정받고 있는데 2년이 지난 지금 치열이 완전 다른 사람이 되었어요. 고맙습니다.,2026-03-31 11:36:24
천동치과,1,편한치과의원,11,친절하고 좋아요,2026-03-31 11:36:24
천동치과,1,편한치과의원,12,"선생님모두친전하시고
설명도상세하게해주세요
치료비도저렴해요",2026-03-31 11:36:24
천동치과,1,편한치과의원,13,친절하시고좋아여,2026-03-31 11:36:24
천동치과,1,편한치과의원,14,어릴때부터 이용하는 곳이에요!! 직원분들 친절하고 진료도 잘해줘서 좋습니다~!!,2026-03-31 11:36:24
천동치과,1,편한치과의원,15,"반응 남기기
방문일
2.13.금
2026년 2월 13일 금요일
9번째 방문
인증 수단
영수증",2026-03-31 11:36:24
천동치과,1,편한치과의원,16,"친절하고 고객 응대가 좋아요, 진료도 최고입니다.",2026-03-31 11:36:24
천동치과,1,편한치과의원,17,"편한치과의원
3.3.화
안녕하세요, 편한치과의원입니다^^
저희 치과에 만족하셨다니 정말 다행입니다. 앞으로도 신뢰할 수 있는 편한치과가 되도록 최선을 다하겠습니다.
소중한 리뷰 정말 감사합니다 :) 좋은 하루 보내세요!",2026-03-31 11:36:24
천동치과,1,편한치과의원,18,"반응 남기기
방문일
2.7.토
2026년 2월 7일 토요일
8번째 방문
인증 수단
영수증",2026-03-31 11:36:24
천동치과,1,편한치과의원,19,"반응 남기기
방문일
2.5.목
2026년 2월 5일 목요일
7번째 방문
인증 수단
영수증",2026-03-31 11:36:24
천동치과,1,편한치과의원,20,친절하고 좋아요 추천합니다:),2026-03-31 11:36:24
천동치과,1,편한치과의원,21,"넓고 쌤들 친절하시네요
지인추천으로 이용하고있습니다",2026-03-31 11:36:24
천동치과,1,편한치과의원,22,지인 추천으로 방문해서 치료하고있는데 넓어서좋고 선생님들 친절하고 좋아용 추천,2026-03-31 11:36:24
천동치과,1,편한치과의원,23,친절하시고 사랑니 발치했는데 안아프고 바로뺏습니다. 건물전체가 치과건물이라 넓고 깔끔해요 추천합니다 안아파요 정말 잇몸치료도 안아파요!,2026-03-31 11:36:24
천동치과,1,편한치과의원,24,시설도 깨끗하고 간호사분들하고 직원분들 항상 친절해요. 이용할때마다 기분좋아져요^^,2026-03-31 11:36:24
천동치과,1,편한치과의원,25,"반응 남기기
방문일
1.30.금
2026년 1월 30일 금요일
6번째 방문
인증 수단
영수증",2026-03-31 11:36:24
천동치과,1,편한치과의원,26,최신시설 갖추고 친절함까지~~,2026-03-31 11:36:24
천동치과,1,편한치과의원,27,항상 치과는 여기로만 다녀요 ^^ 감사드려요,2026-03-31 11:36:24
천동치과,1,편한치과의원,28,친절하고 좋아요. 아기가 너무 어려서 걱정했지만 다들 편하게 대해줘서 너무 감사하네요.,2026-03-31 11:36:24
천동치과,1,편한치과의원,29,우리아이 이빨뽑으로왔는데.. 예약없이 와서 많이기다리나했는데 바로 할수잇어서 정말 좋았습니다 무엇보다 선생님이 친절하게 안아프게 잘뽑아주셨어요😅🤣😂 안울고 잘하고왓답니다😀😃,2026-03-31 11:36:24
천동치과,1,편한치과의원,30,10년째 이용중입니다 여기만가요ㅐ,2026-03-31 11:36:24
천동치과,1,편한치과의원,31,사람은 많지만 늘 친절하세요,2026-03-31 11:36:24
천동치과,1,편한치과의원,32,"우선 너무 친절하세요!!!
의사선생님도 다른 모든 분들도 그러시고 진료도 꼼꼼히 봐주셔서 항상 이곳만 다니고 있습니다ㅎㅎ",2026-03-31 11:36:24
천동치과,1,편한치과의원,33,"치아가 깨져서 급하게 진료보러왔는데 치료할 치아말고도 전체적으로 검진해주셔서 잇몸치료도 같이하고 좋았어여
직원들고 친절하고 설명을 잘해주시네요~",2026-03-31 11:36:24
천동치과,1,편한치과의원,34,"반응 남기기
방문일
1.28.수
2026년 1월 28일 수요일
5번째 방문
인증 수단
영수증",2026-03-31 11:36:24
천동치과,1,편한치과의원,35,친절하고 시설이 깨끗해요~,2026-03-31 11:36:24
천동치과,1,편한치과의원,36,"꼼꼼하게 치료 잘받고갑니다!
다들 친절해서 편하게 진료받았어요",2026-03-31 11:36:24
천동치과,1,편한치과의원,37,2년동안 교정해왔는데 의원분들이 친절하시고 안 아프게 진료하셔서 2년동안 아프지 않고 좋았습니다. 그리고 그 만큼 결과도 좋게 나왔습니다.,2026-03-31 11:36:24
천동치과,1,편한치과의원,38,선생님들이 친절합니다😃,2026-03-31 11:36:24
천동치과,1,편한치과의원,39,"편한치과의원
2.10.화
안녕하세요, 편한치과의원입니다^^
저희 치과에 만족하셨다니 정말 다행입니다. 앞으로도 신뢰할 수 있는 편한치과가 되도록 최선을 다하겠습니다.
소중한 리뷰 정말 감사합니다 :) 좋은 하루 보내세요!",2026-03-31 11:36:24
천동치과,1,편한치과의원,40,회사 근처라 예약하고 바로 왔는데 원장선생님 친절한 설명과 치위생사분께서 칫솔질 하는법 친절히 알려주셔서 감사했습니다 자주올게요!,2026-03-31 11:36:24
천동치과,1,편한치과의원,41,"아이들 어렸을때부터 오고있고 교정도 하고있어요
친절하고 잘 해주셔서 계속 오게 되네요~~",2026-03-31 11:36:24
천동치과,1,편한치과의원,42,"너무 친절하시고 자세한 설명 덕분에 치료할 때
불안하지 않아요",2026-03-31 11:36:24
천동치과,1,편한치과의원,43,교정때문에 다니고 있어요 선생님들 다 너무 좋으세요,2026-03-31 11:36:24
천동치과,1,편한치과의원,44,교정하고 있는데 원장님도 친절하시고 간호사님도 너무너무 좋아요,2026-03-31 11:36:24
천동치과,1,편한치과의원,45,"의사분들도 열정적이시고 직원분들도 친절하십니다.
무엇보다 마음에 드는건 체계가 잘 잡혀있어서 수납부터 진료, 접수까지 빠르게 처리됩니다.",2026-03-31 11:36:24
천동치과,1,편한치과의원,46,잘하시는것같아요,2026-03-31 11:36:24
천동치과,1,편한치과의원,47,간호사분들이 친절합니다,2026-03-31 11:36:24
천동치과,1,편한치과의원,48,"토요일 오전 8시30분에 예약했는데도 30분이상 걸렸음. 의사선생님 진료 후 충치가 없다하여 특별한 치료는 하지않아 만족도는 모르겠고 접수해주시는 분들과 치료 3층에 계신 여자선생님들 모두 친절했는데 의사선생님 보조로 옆에 계셨던 분 이 너무 어이없어서 리뷰쓰네요. 10살 3살 아들 신랑한테 맡기고 혼자갔는데 말끝마다 어머니 어머님 ㅋㅋㅋ 내가 애를. 데리고 갔음 이해를 하는데 어머님의 기준이 몇살이야 나 44살인데 만나이는 42살 ㅋㅋ황당했네 ㅋㅋ그건 좀 무례하고 무식한거임 .그냥 손님 아니면 고객님이라고 하세요
내가왜 당신 어머님 이야 미치겠네. 몇년전에 기사에 70대 할아버지한테 아버님 이라 해서 기사난거 봤는데 규모도 큰 치과에서 명칭 좀 제대로 쓰세요",2026-03-31 11:36:24
천동치과,1,편한치과의원,49,"교정진료 받고 있습니다!
모두 친절하시고 진료봐주실 때도 항상 꼼꼼하게 봐주십니다☺️
항상 감사합니다 : )",2026-03-31 11:36:24
천동치과,1,편한치과의원,50,아이가 치아교정 받고 있는데 선생님들 너무 친절하셔서 편하게 잘받고 있어요.,2026-03-31 11:36:24
천동치과,1,편한치과의원,51,항상 믿고 편안하게 교정진료 잘받고있어요~ 예약도 늘 친절히 잡아주셔서 좋아요^^,2026-03-31 11:36:24
천동치과,1,편한치과의원,52,고등학생때 교정으로 시작해서 지금까지 내원하고 있는데 다들 친절하시고 시설이 깨끗하고 최신화 되있어서 좋아요,2026-03-31 11:36:24
천동치과,1,편한치과의원,53,"친절하시고 무엇보다 치과치료 잘 받고 있습니다!!
강추합니다⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️",2026-03-31 11:36:24
천동치과,1,편한치과의원,54,너무 친절하시고 잘해주셔서 단골이예요!! 교정은 여기가 최고~~,2026-03-31 11:36:24
천동치과,1,편한치과의원,55,어렸을 때부터 믿고 다니던 치과입니다~~ 추천!,2026-03-31 11:36:24
천동치과,1,편한치과의원,56,"삼겹살오돌뼈 먹다가 왼쪽위어금니가 부러서 크라운하게 되었는데 전체적으로 문제있는 3개의 이도 크라운하게 됐는데 매번 올때마다 친절하고 꼼꼼하게 치료를 정성것 해 주셔서 아주 만족 스럽게 치료끝냈어요^^
의사쌤과 간호사쌤 감사합니다",2026-03-31 11:36:24
천동치과,1,편한치과의원,57,"스케링, 잇몸치료 잘 해주세요.",2026-03-31 11:36:24
천동치과,1,편한치과의원,58,의술두 좋고 친절해용,2026-03-31 11:36:24
천동치과,1,편한치과의원,59,"접수데스크 간호사분 의사분들 모두 친절하세요👍🏻
과잉진료도없이 필요한곳만 꼼꼼히 치료 잘해주세요
이사와서 치과 어디갈까 고민많이했었는데
굿초이스~~~~~~🍀
치과공포증있는데 편안하게 늘 치료받아요!>.<",2026-03-31 11:36:24
천동치과,1,편한치과의원,60,친절하시구좋아여,2026-03-31 11:36:24
천동치과,1,편한치과의원,61,"편한치과의원
1.9.금
안녕하세요. 편한치과의원입니다.
소중한 리뷰 작성해주셔서 정말 감사합니다.
앞으로도 좋은 경험을 드리는 치과가 되도록 노력하겠습니다. 좋은 하루 보내세요^^",2026-03-31 11:36:24
천동치과,1,편한치과의원,62,전문의가 10명이 넘는 것에 놀랐습니다. 종합병원처럼 전문적인 진료분야가 있고 기본적인 질환은 모든 선생님ㄹ이 하십니다. 접수처도 취위생사 분들도 아주 친절하십니디. 예약하고 오면 거의 기다리지 않습니다.,2026-03-31 11:36:24
천동치과,1,편한치과의원,63,"평소에 치과 너무 무서워서 .. 미루고 미루다 집앞에 매일 지나갈때마다 사람이 많길래 궁금해서 리뷰를 봤더니 진짜 잘하고 친절하시다고 유명하더라고요 !!
그래서 네이버 예약후 바로 갔는데 .. wow
그냥 빨리 올껄 그랫어요 ㅠㅠ 선생님들 전부 다 친절하시고 ㅠㅠ 설명도 자세히 해주시고 ㅠㅠ 그냥 최고에요.. 그리고 아프지도 않고 그냥 ㅠㅠ 완벽하십니다
너무 친절하게 마음이 움직이게 해주셔서 진료 받고 나오는데 기분이 너무 좋네요 !! 앞으로는 이 치과에 다닐꺼에요ㅠ 그리고 꼭 예약하세여 !! 사람 진짜 많아요 ..ㅎㅎ",2026-03-31 11:36:24
천동치과,1,편한치과의원,64,주차장이용이불편하지만.친절하고.좋은진료였습니다.,2026-03-31 11:36:24
천동치과,1,편한치과의원,65,네이버로 예약 하고 가서 오분쯤 대기후 바로 진료 받았습니다. 치과공포증 너무 심해서 미루고 미루다가 결국에 가게됬는데 상담해주시는 원장님도 너무 친절 하시고 간호사 선생님들도 계속 안심시켜주셔서 생각보다 더 편하게 진료보고 왔습니다. 과잉진료 우려도 있었는데 그런건 정말 전혀 없고 딱 필요한 치료만 안내 받았습니다. 이제 긴 여정을 할꺼 같은데 치과 선택 잘한거 같아요. 망설이시는 분들 적극 추천 드립니다.,2026-03-31 11:36:24
천동치과,1,편한치과의원,66,"편한치과의원
25.11.26.수
안녕하세요, 편한치과의원입니다^^
저희 치과의 외관 사진을 담은 소중한 리뷰 감사합니다 :)
앞으로도 편하게 찾으실 수 있는 치과가 되도록 노력하겠습니다! 좋은 하루 되세요^^",2026-03-31 11:36:24
천동치과,1,편한치과의원,67,"편한치과의원
25.11.26.수
안녕하세요, 편한치과의원입니다^^
더욱 많은 분들이 편하게 ""ㄱㄱ""할 수 있는 치과가 되도록 노력하겠습니다!
소중한 리뷰 감사합니다 :)",2026-03-31 11:36:24
천동치과,1,편한치과의원,68,자세하고 친절한 설명 감사합니다,2026-03-31 11:36:24
천동치과,1,편한치과의원,69,"편한치과의원
25.12.31.수
안녕하세요. 편한치과의원입니다!
소중한 리뷰 작성해주셔서 정말 감사합니다.
매번 저희치과를 믿고 방문해주셔서 정말 감사드립니다!",2026-03-31 11:36:24
천동치과,1,편한치과의원,70,"편한치과의원
25.11.26.수
안녕하세요, 편한치과의원입니다^^
치과치료 받으신 후 리뷰 작성해주셔서 감사합니다. 이름에 맞게 편한 치과가 되도록 더욱 노력하겠습니다!
소중한 리뷰 감사합니다 :)",2026-03-31 11:36:24
천동치과,1,편한치과의원,71,"편한치과의원
25.11.26.수
안녕하세요, 편한치과의원입니다^^
저희 치과에서 진료를 받으셨군요. 앞으로도 불편하신 부분 있으실 때 편하게 찾을 수 있는 치과가 되도록 노력하겠습니다.
소중한 리뷰 감사합니다 :)",2026-03-31 11:36:24
천동치과,1,편한치과의원,72,"편한치과의원
25.12.31.수
안녕하세요. 편한치과의원입니다!
소중한리뷰 작성해주셔서 감사합니다.
좋은 하루 되시길 바랍니다!",2026-03-31 11:36:24
천동치과,1,편한치과의원,73,항상친절하시구좋아여^^,2026-03-31 11:36:24
천동치과,1,편한치과의원,74,잇몸치료 감사합니다 친절하세요,2026-03-31 11:36:24
천동치과,1,편한치과의원,75,잇몸에 피가나서 치아 검진받고 스켈링을 하게 되었는데 치료 받으면서 설명까지 섬세하게 잘 설명을 받아서 넘 만족하고 갑니다^^,2026-03-31 11:36:24
천동치과,1,편한치과의원,76,비오는날인데도 환자가 많네요! 그럼에도 예약시간 지켜주셔서 감사해요 진료실선생님들도 친절하시고 제 스케줄상 예약잡기 힘든데 최대한 맞춰주신 데스크선생님들도 짱이에여 모든쌤들 너무 친절하시네요ㅠㅠ항상 번창하시길 바래요,2026-03-31 11:36:24
천동치과,1,편한치과의원,77,"이가 너무 아퍼서 왔는데 이를 빼게됬네요
원장님이 마음 편하게 설명해주셔서 감사합니다
데스크에서 얼음팩 주셔서 찜질도 잘했어요
모두 친절하시네요~",2026-03-31 11:36:24
천동치과,1,편한치과의원,78,치료잘받고 왔어요~ 어제 갑자기 비가 와서 우산 없었는데 데스크 직원분들이 우산도 빌려주시고 너무 감사했습니다 ㅠ 직원분들이 너무 친절하시고 원장님도 치료잘해주셔서 만족하고 왔습니다~!!,2026-03-31 11:36:24
천동치과,1,편한치과의원,79,"새로운 편한치과 처음왔는데
너무 친철하시고 안아프게 진료해주세요.
너무좋아요",2026-03-31 11:36:24
천동치과,1,편한치과의원,80,의사샘이랑 치위생사샘들은 항상 친절하신데 데스크 직원분 때문에 항상 기분이 안좋아져요,2026-03-31 11:36:24
천동치과,1,편한치과의원,81,친절하고 꼼꼼하게 진료해 주세요,2026-03-31 11:36:24
천동치과,1,편한치과의원,82,오늘은 잇몸치료와 인레이본뜨기를 하고 왔어요 친절하게 설명해주시고 치료해주셔서 참 감사합니다,2026-03-31 11:36:24
천동치과,1,편한치과의원,83,친절하게 잘 치료받았어요 잇몸치료예약했구요 늘 다니던 곳입니다,2026-03-31 11:36:24
천동치과,1,편한치과의원,84,진료를 잘하주세요,2026-03-31 11:36:24
천동치과,1,편한치과의원,85,"오랫동안 다닌치과인데 대기실도 편안하고
의사선생님은 언제나 친절하세요",2026-03-31 11:36:24
천동치과,1,편한치과의원,86,친절 하시고 병원도 쾌적 하며 친절하게 설명 해주셨어요 비용에 관한 이야기도 디테일 하게 해주셨으며 환자 입장에서 경제적인면도 고려 해주셨습니다,2026-03-31 11:36:24
천동치과,1,편한치과의원,87,👏🏻감동하고 갑니다. 👏🏻현실적이고 환자의 마음을 알아주시는 치과~ 💕주아간호사님👍🏻 너무 감동입니다. 💕홍수영원장님👍🏻 감동입니다. 최고 최고!! 진실성있는 진료 감사합니다😍,2026-03-31 11:36:24
천동치과,1,편한치과의원,88,친절하게 설명해주시고 치료도 잘 해주셔서 첫째아이때부터 쭉 다니고 있어요^^,2026-03-31 11:36:24
천동치과,1,편한치과의원,89,"반응 남기기
방문일
25.7.26.토
2025년 7월 26일 토요일
9번째 방문
인증 수단
영수증",2026-03-31 11:36:24
천동치과,1,편한치과의원,90,"엄마의 임플란트 비용과 틀니 비용을
지불했고
사람이 너무 많아서 대기가 너무 길어서
그럼에도 갈수밖에 없는
슬픈~~",2026-03-31 11:36:24
천동치과,1,편한치과의원,91,"어머니 틀니가 불변해서 왔는데, 원장님이 꼼꼼히 설명해 주셨어요",2026-03-31 11:36:24
천동치과,1,편한치과의원,92,"반응 남기기
방문일
25.7.8.화
2025년 7월 8일 화요일
4번째 방문
인증 수단
영수증",2026-03-31 11:36:24
천동치과,1,편한치과의원,93,"편한치과의원
25.6.27.금
안녕하세요! 편한치과의원입니다.
소중한 리뷰 작성해주셔서 감사합니다:)",2026-03-31 11:36:24
천동치과,1,편한치과의원,94,항상친절하시구좋아여,2026-03-31 11:36:24
천동치과,1,편한치과의원,95,넓고 쾌적하고 친절해요,2026-03-31 11:36:24
천동치과,1,편한치과의원,96,정말 훌륭한 치과입니다!!! 처음부터 끝까지 거치는 모든 관계자분들이 친절함으로 대해 주셔서 좋암ㅅ던 것 같네요!! 모든 분들께 추천드립니다,2026-03-31 11:36:24
천동치과,1,편한치과의원,97,"처음 방문
사람이 너무 많아서 1시간도 넘게 기다리고",2026-03-31 11:36:24
천동치과,1,편한치과의원,98,친절하고 깨끗합니다.,2026-03-31 11:36:24
천동치과,1,편한치과의원,99,친절하고 치료를 잘해주십니다,2026-03-31 11:36:24
천동치과,1,편한치과의원,100,의사선생님도 친절하시고 꼼꼼하게 진료봐주십니다.,2026-03-31 11:36:24
천동치과,2,온마음치과의원,1,"시설이 깨끗하고 선생님들이 친절하고!
멀리서온보람이 있네요.
스케일링 전,후 사진찍어보여주시는 곳은 처음이에요!
네이버예약후 방문했어요
손님들이랑 애기들도많아요
수요일엔 야간진료도 가능해요!",2026-03-31 11:39:22
천동치과,2,온마음치과의원,2,친절하시고 빠른 진행 좋아요~~계속 다닐것같아요,2026-03-31 11:39:22
천동치과,2,온마음치과의원,3,"아이 검진및 실란트 했는데
아주 편안하게 잘 받고 왔어요
엄청 아기때는 울었는데 이번에는 잘 치료 받고 온듯합니다 감사합니다",2026-03-31 11:39:22
천동치과,2,온마음치과의원,4,스케일링 받으러 왔는데 원장님 치위생사 선생님 다들 너무 친절하시고 하나도 안 아프게 치료 잘 받았어요. 치과 내부도 깔끔하고 너무 예쁘네요. 치과 유목민인데 여기로 정착 하려고요!,2026-03-31 11:39:22
천동치과,2,온마음치과의원,5,의사선생님이 친절하고 아이 충치치료 금방 끝내주셨어요 다른 간호사 선생님 진짜 친절하시고 아이 달래주는것도 잘하세요 앞으로 여기만 방문하려고요 감사해요~~,2026-03-31 11:39:22
